# Knoten des beweglichen Netzes in einem Fenster um die Austrittskante.
shape,i,j,r_m,z_m
pi+0.00,31,119,1.182457012e-05,-1.232170124e-05
pi+0.00,32,119,1.205361687e-05,-1.232170124e-05
pi+0.00,33,119,1.221704524e-05,-1.232170124e-05
pi+0.00,34,119,1.240186832e-05,-1.232170124e-05
pi+0.00,35,119,1.261129825e-05,-1.232170124e-05
pi+0.00,36,119,1.284826984e-05,-1.232170124e-05
pi+0.00,37,119,1.311654514e-05,-1.232170124e-05
pi+0.00,38,119,1.342043650e-05,-1.232170124e-05
pi+0.00,0,120,0.000000000e+00,-1.072082852e-05
pi+0.00,1,120,3.457928304e-07,-1.072082852e-05
pi+0.00,2,120,7.390462315e-07,-1.072082852e-05
pi+0.00,3,120,1.186568459e-06,-1.072082852e-05
pi+0.00,4,120,1.696085312e-06,-1.072082852e-05
pi+0.00,5,120,2.242036574e-06,-1.072082852e-05
pi+0.00,6,120,2.728788634e-06,-1.072082852e-05
pi+0.00,7,120,3.156170042e-06,-1.072082852e-05
pi+0.00,8,120,3.531869760e-06,-1.072082852e-05
pi+0.00,9,120,3.862049691e-06,-1.072082852e-05
pi+0.00,10,120,4.151961149e-06,-1.072082852e-05
pi+0.00,11,120,4.406719149e-06,-1.072082852e-05
pi+0.00,12,120,4.630479836e-06,-1.072082852e-05
pi+0.00,13,120,4.827106181e-06,-1.072082852e-05
pi+0.00,14,120,5.000000000e-06,-1.072082852e-05
pi+0.00,15,120,5.220382762e-06,-1.072082852e-05
pi+0.00,16,120,5.469258286e-06,-1.072082852e-05
pi+0.00,17,120,5.750446152e-06,-1.072082852e-05
pi+0.00,18,120,6.068137208e-06,-1.072082852e-05
pi+0.00,19,120,6.427056914e-06,-1.072082852e-05
pi+0.00,20,120,6.832890088e-06,-1.072082852e-05
pi+0.00,21,120,7.291125916e-06,-1.072082852e-05
pi+0.00,22,120,7.808803048e-06,-1.072082852e-05
pi+0.00,23,120,8.393402377e-06,-1.072082852e-05
pi+0.00,24,120,8.978001706e-06,-1.072082852e-05
pi+0.00,25,120,9.495678838e-06,-1.072082852e-05
pi+0.00,26,120,9.953914665e-06,-1.072082852e-05
pi+0.00,27,120,1.035974784e-05,-1.072082852e-05
pi+0.00,28,120,1.071866755e-05,-1.072082852e-05
pi+0.00,29,120,1.103635860e-05,-1.072082852e-05
pi+0.00,30,120,1.131754647e-05,-1.072082852e-05
pi+0.00,31,120,1.156642199e-05,-1.072082852e-05
pi+0.00,32,120,1.178680475e-05,-1.072082852e-05
pi+0.00,33,120,1.195046513e-05,-1.072082852e-05
pi+0.00,34,120,1.213555059e-05,-1.072082852e-05
pi+0.00,35,120,1.234527782e-05,-1.072082852e-05
pi+0.00,36,120,1.258258582e-05,-1.072082852e-05
pi+0.00,37,120,1.285124197e-05,-1.072082852e-05
pi+0.00,38,120,1.315556474e-05,-1.072082852e-05
pi+0.00,0,121,0.000000000e+00,-9.308915382e-06
pi+0.00,1,121,3.457928304e-07,-9.308915382e-06
pi+0.00,2,121,7.390462315e-07,-9.308915382e-06
pi+0.00,3,121,1.186568459e-06,-9.308915382e-06
pi+0.00,4,121,1.696085312e-06,-9.308915382e-06
pi+0.00,5,121,2.242036574e-06,-9.308915382e-06
pi+0.00,6,121,2.728788634e-06,-9.308915382e-06
pi+0.00,7,121,3.156170042e-06,-9.308915382e-06
pi+0.00,8,121,3.531869760e-06,-9.308915382e-06
pi+0.00,9,121,3.862049691e-06,-9.308915382e-06
pi+0.00,10,121,4.151961149e-06,-9.308915382e-06
pi+0.00,11,121,4.406719149e-06,-9.308915382e-06
pi+0.00,12,121,4.630479836e-06,-9.308915382e-06
pi+0.00,13,121,4.827106181e-06,-9.308915382e-06
pi+0.00,14,121,5.000000000e-06,-9.308915382e-06
pi+0.00,15,121,5.212741431e-06,-9.308915382e-06
pi+0.00,16,121,5.452987695e-06,-9.308915382e-06
pi+0.00,17,121,5.724425935e-06,-9.308915382e-06
pi+0.00,18,121,6.031101690e-06,-9.308915382e-06
pi+0.00,19,121,6.377576575e-06,-9.308915382e-06
pi+0.00,20,121,6.769338297e-06,-9.308915382e-06
pi+0.00,21,121,7.211685715e-06,-9.308915382e-06
pi+0.00,22,121,7.711413430e-06,-9.308915382e-06
pi+0.00,23,121,8.275742949e-06,-9.308915382e-06
pi+0.00,24,121,8.840072467e-06,-9.308915382e-06
pi+0.00,25,121,9.339800182e-06,-9.308915382e-06
pi+0.00,26,121,9.782147600e-06,-9.308915382e-06
pi+0.00,27,121,1.017390932e-05,-9.308915382e-06
pi+0.00,28,121,1.052038421e-05,-9.308915382e-06
pi+0.00,29,121,1.082705996e-05,-9.308915382e-06
pi+0.00,30,121,1.109849820e-05,-9.308915382e-06
pi+0.00,31,121,1.133874447e-05,-9.308915382e-06
pi+0.00,32,121,1.155148590e-05,-9.308915382e-06
pi+0.00,33,121,1.171535089e-05,-9.308915382e-06
pi+0.00,34,121,1.190066776e-05,-9.308915382e-06
pi+0.00,35,121,1.211065721e-05,-9.308915382e-06
pi+0.00,36,121,1.234826191e-05,-9.308915382e-06
pi+0.00,37,121,1.261725396e-05,-9.308915382e-06
pi+0.00,38,121,1.292195721e-05,-9.308915382e-06
pi+0.00,0,122,0.000000000e+00,-8.063636784e-06
pi+0.00,1,122,3.457928304e-07,-8.063636784e-06
pi+0.00,2,122,7.390462315e-07,-8.063636784e-06
pi+0.00,3,122,1.186568459e-06,-8.063636784e-06
pi+0.00,4,122,1.696085312e-06,-8.063636784e-06
pi+0.00,5,122,2.242036574e-06,-8.063636784e-06
pi+0.00,6,122,2.728788634e-06,-8.063636784e-06
pi+0.00,7,122,3.156170042e-06,-8.063636784e-06
pi+0.00,8,122,3.531869760e-06,-8.063636784e-06
pi+0.00,9,122,3.862049691e-06,-8.063636784e-06
pi+0.00,10,122,4.151961149e-06,-8.063636784e-06
pi+0.00,11,122,4.406719149e-06,-8.063636784e-06
pi+0.00,12,122,4.630479836e-06,-8.063636784e-06
pi+0.00,13,122,4.827106181e-06,-8.063636784e-06
pi+0.00,14,122,5.000000000e-06,-8.063636784e-06
pi+0.00,15,122,5.206001934e-06,-8.063636784e-06
pi+0.00,16,122,5.438637366e-06,-8.063636784e-06
pi+0.00,17,122,5.701476634e-06,-8.063636784e-06
pi+0.00,18,122,5.998437119e-06,-8.063636784e-06
pi+0.00,19,122,6.333935924e-06,-8.063636784e-06
pi+0.00,20,122,6.713286913e-06,-8.063636784e-06
pi+0.00,21,122,7.141621078e-06,-8.063636784e-06
pi+0.00,22,122,7.625517773e-06,-8.063636784e-06
pi+0.00,23,122,8.171969732e-06,-8.063636784e-06
pi+0.00,24,122,8.718421691e-06,-8.063636784e-06
pi+0.00,25,122,9.202318386e-06,-8.063636784e-06
pi+0.00,26,122,9.630652551e-06,-8.063636784e-06
pi+0.00,27,122,1.001000354e-05,-8.063636784e-06
pi+0.00,28,122,1.034550234e-05,-8.063636784e-06
pi+0.00,29,122,1.064246283e-05,-8.063636784e-06
pi+0.00,30,122,1.090530210e-05,-8.063636784e-06
pi+0.00,31,122,1.113793753e-05,-8.063636784e-06
pi+0.00,32,122,1.134393946e-05,-8.063636784e-06
pi+0.00,33,122,1.150798493e-05,-8.063636784e-06
pi+0.00,34,122,1.169350590e-05,-8.063636784e-06
pi+0.00,35,122,1.190372662e-05,-8.063636784e-06
pi+0.00,36,122,1.214159300e-05,-8.063636784e-06
pi+0.00,37,122,1.241088130e-05,-8.063636784e-06
pi+0.00,38,122,1.271592014e-05,-8.063636784e-06
pi+0.00,0,123,0.000000000e+00,-6.965054050e-06
pi+0.00,1,123,3.457928304e-07,-6.965054050e-06
pi+0.00,2,123,7.390462315e-07,-6.965054050e-06
pi+0.00,3,123,1.186568459e-06,-6.965054050e-06
pi+0.00,4,123,1.696085312e-06,-6.965054050e-06
pi+0.00,5,123,2.242036574e-06,-6.965054050e-06
pi+0.00,6,123,2.728788634e-06,-6.965054050e-06
pi+0.00,7,123,3.156170042e-06,-6.965054050e-06
pi+0.00,8,123,3.531869760e-06,-6.965054050e-06
pi+0.00,9,123,3.862049691e-06,-6.965054050e-06
pi+0.00,10,123,4.151961149e-06,-6.965054050e-06
pi+0.00,11,123,4.406719149e-06,-6.965054050e-06
pi+0.00,12,123,4.630479836e-06,-6.965054050e-06
pi+0.00,13,123,4.827106181e-06,-6.965054050e-06
pi+0.00,14,123,5.000000000e-06,-6.965054050e-06
pi+0.00,15,123,5.200056360e-06,-6.965054050e-06
pi+0.00,16,123,5.425977529e-06,-6.965054050e-06
pi+0.00,17,123,5.681230799e-06,-6.965054050e-06
pi+0.00,18,123,5.969620488e-06,-6.965054050e-06
pi+0.00,19,123,6.295436215e-06,-6.965054050e-06
pi+0.00,20,123,6.663838474e-06,-6.965054050e-06
pi+0.00,21,123,7.079810171e-06,-6.965054050e-06
pi+0.00,22,123,7.549740765e-06,-6.965054050e-06
pi+0.00,23,123,8.080421171e-06,-6.965054050e-06
pi+0.00,24,123,8.611101576e-06,-6.965054050e-06
pi+0.00,25,123,9.081032171e-06,-6.965054050e-06
pi+0.00,26,123,9.497003868e-06,-6.965054050e-06
pi+0.00,27,123,9.865406127e-06,-6.965054050e-06
pi+0.00,28,123,1.019122185e-05,-6.965054050e-06
pi+0.00,29,123,1.047961154e-05,-6.965054050e-06
pi+0.00,30,123,1.073486481e-05,-6.965054050e-06
pi+0.00,31,123,1.096078598e-05,-6.965054050e-06
pi+0.00,32,123,1.116084234e-05,-6.965054050e-06
pi+0.00,33,123,1.132504702e-05,-6.965054050e-06
pi+0.00,34,123,1.151074804e-05,-6.965054050e-06
pi+0.00,35,123,1.172117279e-05,-6.965054050e-06
pi+0.00,36,123,1.195927003e-05,-6.965054050e-06
pi+0.00,37,123,1.222881968e-05,-6.965054050e-06
pi+0.00,38,123,1.253415457e-05,-6.965054050e-06
pi+0.00,0,124,0.000000000e+00,-5.995532025e-06
pi+0.00,1,124,3.457928304e-07,-5.995532025e-06
pi+0.00,2,124,7.390462315e-07,-5.995532025e-06
pi+0.00,3,124,1.186568459e-06,-5.995532025e-06
pi+0.00,4,124,1.696085312e-06,-5.995532025e-06
pi+0.00,5,124,2.242036574e-06,-5.995532025e-06
pi+0.00,6,124,2.728788634e-06,-5.995532025e-06
pi+0.00,7,124,3.156170042e-06,-5.995532025e-06
pi+0.00,8,124,3.531869760e-06,-5.995532025e-06
pi+0.00,9,124,3.862049691e-06,-5.995532025e-06
pi+0.00,10,124,4.151961149e-06,-5.995532025e-06
pi+0.00,11,124,4.406719149e-06,-5.995532025e-06
pi+0.00,12,124,4.630479836e-06,-5.995532025e-06
pi+0.00,13,124,4.827106181e-06,-5.995532025e-06
pi+0.00,14,124,5.000000000e-06,-5.995532025e-06
pi+0.00,15,124,5.194809267e-06,-5.995532025e-06
pi+0.00,16,124,5.414804960e-06,-5.995532025e-06
pi+0.00,17,124,5.663363430e-06,-5.995532025e-06
pi+0.00,18,124,5.944189214e-06,-5.995532025e-06
pi+0.00,19,124,6.261459423e-06,-5.995532025e-06
pi+0.00,20,124,6.620199202e-06,-5.995532025e-06
pi+0.00,21,124,7.025260764e-06,-5.995532025e-06
pi+0.00,22,124,7.482865986e-06,-5.995532025e-06
pi+0.00,23,124,7.999627669e-06,-5.995532025e-06
pi+0.00,24,124,8.516389351e-06,-5.995532025e-06
pi+0.00,25,124,8.973994574e-06,-5.995532025e-06
pi+0.00,26,124,9.379056136e-06,-5.995532025e-06
pi+0.00,27,124,9.737795915e-06,-5.995532025e-06
pi+0.00,28,124,1.005506612e-05,-5.995532025e-06
pi+0.00,29,124,1.033589191e-05,-5.995532025e-06
pi+0.00,30,124,1.058445038e-05,-5.995532025e-06
pi+0.00,31,124,1.080444607e-05,-5.995532025e-06
pi+0.00,32,124,1.099925534e-05,-5.995532025e-06
pi+0.00,33,124,1.116360052e-05,-5.995532025e-06
pi+0.00,34,124,1.134946045e-05,-5.995532025e-06
pi+0.00,35,124,1.156006525e-05,-5.995532025e-06
pi+0.00,36,124,1.179836623e-05,-5.995532025e-06
pi+0.00,37,124,1.206814653e-05,-5.995532025e-06
pi+0.00,38,124,1.237374269e-05,-5.995532025e-06
pi+0.00,0,125,0.000000000e+00,-5.140884643e-06
pi+0.00,1,125,3.457928304e-07,-5.140884643e-06
pi+0.00,2,125,7.390462315e-07,-5.140884643e-06
pi+0.00,3,125,1.186568459e-06,-5.140884643e-06
pi+0.00,4,125,1.696085312e-06,-5.140884643e-06
pi+0.00,5,125,2.242036574e-06,-5.140884643e-06
pi+0.00,6,125,2.728788634e-06,-5.140884643e-06
pi+0.00,7,125,3.156170042e-06,-5.140884643e-06
pi+0.00,8,125,3.531869760e-06,-5.140884643e-06
pi+0.00,9,125,3.862049691e-06,-5.140884643e-06
pi+0.00,10,125,4.151961149e-06,-5.140884643e-06
pi+0.00,11,125,4.406719149e-06,-5.140884643e-06
pi+0.00,12,125,4.630479836e-06,-5.140884643e-06
pi+0.00,13,125,4.827106181e-06,-5.140884643e-06
pi+0.00,14,125,5.000000000e-06,-5.140884643e-06
pi+0.00,15,125,5.190183881e-06,-5.140884643e-06
pi+0.00,16,125,5.404956183e-06,-5.140884643e-06
pi+0.00,17,125,5.647613091e-06,-5.140884643e-06
pi+0.00,18,125,5.921771186e-06,-5.140884643e-06
pi+0.00,19,125,6.231508400e-06,-5.140884643e-06
pi+0.00,20,125,6.581730566e-06,-5.140884643e-06
pi+0.00,21,125,6.977174690e-06,-5.140884643e-06
pi+0.00,22,125,7.423914922e-06,-5.140884643e-06
pi+0.00,23,125,7.928407054e-06,-5.140884643e-06
pi+0.00,24,125,8.432899185e-06,-5.140884643e-06
pi+0.00,25,125,8.879639417e-06,-5.140884643e-06
pi+0.00,26,125,9.275083541e-06,-5.140884643e-06
pi+0.00,27,125,9.625305707e-06,-5.140884643e-06
pi+0.00,28,125,9.935042921e-06,-5.140884643e-06
pi+0.00,29,125,1.020920102e-05,-5.140884643e-06
pi+0.00,30,125,1.045185792e-05,-5.140884643e-06
pi+0.00,31,125,1.066663023e-05,-5.140884643e-06
pi+0.00,32,125,1.085681411e-05,-5.140884643e-06
pi+0.00,33,125,1.102128315e-05,-5.140884643e-06
pi+0.00,34,125,1.120728315e-05,-5.140884643e-06
pi+0.00,35,125,1.141804668e-05,-5.140884643e-06
pi+0.00,36,125,1.165652725e-05,-5.140884643e-06
pi+0.00,37,125,1.192651088e-05,-5.140884643e-06
pi+0.00,38,125,1.223233735e-05,-5.140884643e-06
pi+0.00,0,126,0.000000000e+00,-4.387222929e-06
pi+0.00,1,126,3.457928304e-07,-4.387222929e-06
pi+0.00,2,126,7.390462315e-07,-4.387222929e-06
pi+0.00,3,126,1.186568459e-06,-4.387222929e-06
pi+0.00,4,126,1.696085312e-06,-4.387222929e-06
pi+0.00,5,126,2.242036574e-06,-4.387222929e-06
pi+0.00,6,126,2.728788634e-06,-4.387222929e-06
pi+0.00,7,126,3.156170042e-06,-4.387222929e-06
pi+0.00,8,126,3.531869760e-06,-4.387222929e-06
pi+0.00,9,126,3.862049691e-06,-4.387222929e-06
pi+0.00,10,126,4.151961149e-06,-4.387222929e-06
pi+0.00,11,126,4.406719149e-06,-4.387222929e-06
pi+0.00,12,126,4.630479836e-06,-4.387222929e-06
pi+0.00,13,126,4.827106181e-06,-4.387222929e-06
pi+0.00,14,126,5.000000000e-06,-4.387222929e-06
pi+0.00,15,126,5.186105034e-06,-4.387222929e-06
pi+0.00,16,126,5.396271144e-06,-4.387222929e-06
pi+0.00,17,126,5.633723823e-06,-4.387222929e-06
pi+0.00,18,126,5.902002086e-06,-4.387222929e-06
pi+0.00,19,126,6.205096409e-06,-4.387222929e-06
pi+0.00,20,126,6.547807408e-06,-4.387222929e-06
pi+0.00,21,126,6.934770497e-06,-4.387222929e-06
pi+0.00,22,126,7.371929552e-06,-4.387222929e-06
pi+0.00,23,126,7.865601911e-06,-4.387222929e-06
pi+0.00,24,126,8.359274269e-06,-4.387222929e-06
pi+0.00,25,126,8.796433325e-06,-4.387222929e-06
pi+0.00,26,126,9.183396413e-06,-4.387222929e-06
pi+0.00,27,126,9.526107412e-06,-4.387222929e-06
pi+0.00,28,126,9.829201735e-06,-4.387222929e-06
pi+0.00,29,126,1.009748000e-05,-4.387222929e-06
pi+0.00,30,126,1.033493268e-05,-4.387222929e-06
pi+0.00,31,126,1.054509879e-05,-4.387222929e-06
pi+0.00,32,126,1.073120382e-05,-4.387222929e-06
pi+0.00,33,126,1.089578209e-05,-4.387222929e-06
pi+0.00,34,126,1.108190561e-05,-4.387222929e-06
pi+0.00,35,126,1.129280911e-05,-4.387222929e-06
pi+0.00,36,126,1.153144806e-05,-4.387222929e-06
pi+0.00,37,126,1.180161098e-05,-4.387222929e-06
pi+0.00,38,126,1.210764055e-05,-4.387222929e-06
pi+0.00,0,127,0.000000000e+00,-3.722252879e-06
pi+0.00,1,127,3.457928304e-07,-3.722252879e-06
pi+0.00,2,127,7.390462315e-07,-3.722252879e-06
pi+0.00,3,127,1.186568459e-06,-3.722252879e-06
pi+0.00,4,127,1.696085312e-06,-3.722252879e-06
pi+0.00,5,127,2.242036574e-06,-3.722252879e-06
pi+0.00,6,127,2.728788634e-06,-3.722252879e-06
pi+0.00,7,127,3.156170042e-06,-3.722252879e-06
pi+0.00,8,127,3.531869760e-06,-3.722252879e-06
pi+0.00,9,127,3.862049691e-06,-3.722252879e-06
pi+0.00,10,127,4.151961149e-06,-3.722252879e-06
pi+0.00,11,127,4.406719149e-06,-3.722252879e-06
pi+0.00,12,127,4.630479836e-06,-3.722252879e-06
pi+0.00,13,127,4.827106181e-06,-3.722252879e-06
pi+0.00,14,127,5.000000000e-06,-3.722252879e-06
pi+0.00,15,127,5.182506189e-06,-3.722252879e-06
pi+0.00,16,127,5.388608168e-06,-3.722252879e-06
pi+0.00,17,127,5.621469057e-06,-3.722252879e-06
pi+0.00,18,127,5.884559434e-06,-3.722252879e-06
pi+0.00,19,127,6.181792608e-06,-3.722252879e-06
pi+0.00,20,127,6.517876362e-06,-3.722252879e-06
pi+0.00,21,127,6.897356471e-06,-3.722252879e-06
pi+0.00,22,127,7.326061873e-06,-3.722252879e-06
pi+0.00,23,127,7.810187740e-06,-3.722252879e-06
pi+0.00,24,127,8.294313607e-06,-3.722252879e-06
pi+0.00,25,127,8.723019009e-06,-3.722252879e-06
pi+0.00,26,127,9.102499118e-06,-3.722252879e-06
pi+0.00,27,127,9.438582872e-06,-3.722252879e-06
pi+0.00,28,127,9.735816046e-06,-3.722252879e-06
pi+0.00,29,127,9.998906423e-06,-3.722252879e-06
pi+0.00,30,127,1.023176731e-05,-3.722252879e-06
pi+0.00,31,127,1.043786929e-05,-3.722252879e-06
pi+0.00,32,127,1.062037548e-05,-3.722252879e-06
pi+0.00,33,127,1.078505012e-05,-3.722252879e-06
pi+0.00,34,127,1.097128263e-05,-3.722252879e-06
pi+0.00,35,127,1.118230962e-05,-3.722252879e-06
pi+0.00,36,127,1.142108831e-05,-3.722252879e-06
pi+0.00,37,127,1.169140942e-05,-3.722252879e-06
pi+0.00,38,127,1.199761820e-05,-3.722252879e-06
pi+0.00,0,128,0.000000000e+00,-3.135794780e-06
pi+0.00,1,128,3.457928304e-07,-3.135794780e-06
pi+0.00,2,128,7.390462315e-07,-3.135794780e-06
pi+0.00,3,128,1.186568459e-06,-3.135794780e-06
pi+0.00,4,128,1.696085312e-06,-3.135794780e-06
pi+0.00,5,128,2.242036574e-06,-3.135794780e-06
pi+0.00,6,128,2.728788634e-06,-3.135794780e-06
pi+0.00,7,128,3.156170042e-06,-3.135794780e-06
pi+0.00,8,128,3.531869760e-06,-3.135794780e-06
pi+0.00,9,128,3.862049691e-06,-3.135794780e-06
pi+0.00,10,128,4.151961149e-06,-3.135794780e-06
pi+0.00,11,128,4.406719149e-06,-3.135794780e-06
pi+0.00,12,128,4.630479836e-06,-3.135794780e-06
pi+0.00,13,128,4.827106181e-06,-3.135794780e-06
pi+0.00,14,128,5.000000000e-06,-3.135794780e-06
pi+0.00,15,128,5.179332254e-06,-3.135794780e-06
pi+0.00,16,128,5.381849948e-06,-3.135794780e-06
pi+0.00,17,128,5.610661192e-06,-3.135794780e-06
pi+0.00,18,128,5.869176208e-06,-3.135794780e-06
pi+0.00,19,128,6.161240249e-06,-3.135794780e-06
pi+0.00,20,128,6.491479226e-06,-3.135794780e-06
pi+0.00,21,128,6.864359860e-06,-3.135794780e-06
pi+0.00,22,128,7.285609717e-06,-3.135794780e-06
pi+0.00,23,128,7.761316232e-06,-3.135794780e-06
pi+0.00,24,128,8.237022746e-06,-3.135794780e-06
pi+0.00,25,128,8.658272603e-06,-3.135794780e-06
pi+0.00,26,128,9.031153237e-06,-3.135794780e-06
pi+0.00,27,128,9.361392215e-06,-3.135794780e-06
pi+0.00,28,128,9.653456256e-06,-3.135794780e-06
pi+0.00,29,128,9.911971272e-06,-3.135794780e-06
pi+0.00,30,128,1.014078252e-05,-3.135794780e-06
pi+0.00,31,128,1.034330021e-05,-3.135794780e-06
pi+0.00,32,128,1.052263246e-05,-3.135794780e-06
pi+0.00,33,128,1.068739209e-05,-3.135794780e-06
pi+0.00,34,128,1.087372072e-05,-3.135794780e-06
pi+0.00,35,128,1.108485663e-05,-3.135794780e-06
pi+0.00,36,128,1.132375856e-05,-3.135794780e-06
pi+0.00,37,128,1.159421919e-05,-3.135794780e-06
pi+0.00,38,128,1.190058601e-05,-3.135794780e-06
pi+0.00,0,129,0.000000000e+00,-2.618584153e-06
pi+0.00,1,129,3.457928304e-07,-2.618584153e-06
pi+0.00,2,129,7.390462315e-07,-2.618584153e-06
pi+0.00,3,129,1.186568459e-06,-2.618584153e-06
pi+0.00,4,129,1.696085312e-06,-2.618584153e-06
pi+0.00,5,129,2.242036574e-06,-2.618584153e-06
pi+0.00,6,129,2.728788634e-06,-2.618584153e-06
pi+0.00,7,129,3.156170042e-06,-2.618584153e-06
pi+0.00,8,129,3.531869760e-06,-2.618584153e-06
pi+0.00,9,129,3.862049691e-06,-2.618584153e-06
pi+0.00,10,129,4.151961149e-06,-2.618584153e-06
pi+0.00,11,129,4.406719149e-06,-2.618584153e-06
pi+0.00,12,129,4.630479836e-06,-2.618584153e-06
pi+0.00,13,129,4.827106181e-06,-2.618584153e-06
pi+0.00,14,129,5.000000000e-06,-2.618584153e-06
pi+0.00,15,129,5.176533090e-06,-2.618584153e-06
pi+0.00,16,129,5.375889721e-06,-2.618584153e-06
pi+0.00,17,129,5.601129492e-06,-2.618584153e-06
pi+0.00,18,129,5.855609394e-06,-2.618584153e-06
pi+0.00,19,129,6.143114660e-06,-2.618584153e-06
pi+0.00,20,129,6.468198997e-06,-2.618584153e-06
pi+0.00,21,129,6.835259404e-06,-2.618584153e-06
pi+0.00,22,129,7.249934049e-06,-2.618584153e-06
pi+0.00,23,129,7.718215346e-06,-2.618584153e-06
pi+0.00,24,129,8.186496643e-06,-2.618584153e-06
pi+0.00,25,129,8.601171288e-06,-2.618584153e-06
pi+0.00,26,129,8.968231695e-06,-2.618584153e-06
pi+0.00,27,129,9.293316032e-06,-2.618584153e-06
pi+0.00,28,129,9.580821299e-06,-2.618584153e-06
pi+0.00,29,129,9.835301200e-06,-2.618584153e-06
pi+0.00,30,129,1.006054097e-05,-2.618584153e-06
pi+0.00,31,129,1.025989760e-05,-2.618584153e-06
pi+0.00,32,129,1.043643069e-05,-2.618584153e-06
pi+0.00,33,129,1.060126528e-05,-2.618584153e-06
pi+0.00,34,129,1.078767868e-05,-2.618584153e-06
pi+0.00,35,129,1.099891064e-05,-2.618584153e-06
pi+0.00,36,129,1.123792126e-05,-2.618584153e-06
pi+0.00,37,129,1.150850493e-05,-2.618584153e-06
pi+0.00,38,129,1.181501113e-05,-2.618584153e-06
pi+0.00,0,130,0.000000000e+00,-2.161953475e-06
pi+0.00,1,130,3.457928304e-07,-2.161953475e-06
pi+0.00,2,130,7.390462315e-07,-2.161953475e-06
pi+0.00,3,130,1.186568459e-06,-2.161953475e-06
pi+0.00,4,130,1.696085312e-06,-2.161953475e-06
pi+0.00,5,130,2.242036574e-06,-2.161953475e-06
pi+0.00,6,130,2.728788634e-06,-2.161953475e-06
pi+0.00,7,130,3.156170042e-06,-2.161953475e-06
pi+0.00,8,130,3.531869760e-06,-2.161953475e-06
pi+0.00,9,130,3.862049691e-06,-2.161953475e-06
pi+0.00,10,130,4.151961149e-06,-2.161953475e-06
pi+0.00,11,130,4.406719149e-06,-2.161953475e-06
pi+0.00,12,130,4.630479836e-06,-2.161953475e-06
pi+0.00,13,130,4.827106181e-06,-2.161953475e-06
pi+0.00,14,130,5.000000000e-06,-2.161953475e-06
pi+0.00,15,130,5.174061786e-06,-2.161953475e-06
pi+0.00,16,130,5.370627605e-06,-2.161953475e-06
pi+0.00,17,130,5.592714222e-06,-2.161953475e-06
pi+0.00,18,130,5.843631636e-06,-2.161953475e-06
pi+0.00,19,130,6.127112088e-06,-2.161953475e-06
pi+0.00,20,130,6.447645539e-06,-2.161953475e-06
pi+0.00,21,130,6.809567432e-06,-2.161953475e-06
pi+0.00,22,130,7.218437007e-06,-2.161953475e-06
pi+0.00,23,130,7.680162790e-06,-2.161953475e-06
pi+0.00,24,130,8.141888572e-06,-2.161953475e-06
pi+0.00,25,130,8.550758147e-06,-2.161953475e-06
pi+0.00,26,130,8.912680041e-06,-2.161953475e-06
pi+0.00,27,130,9.233213491e-06,-2.161953475e-06
pi+0.00,28,130,9.516693943e-06,-2.161953475e-06
pi+0.00,29,130,9.767611357e-06,-2.161953475e-06
pi+0.00,30,130,9.989697974e-06,-2.161953475e-06
pi+0.00,31,130,1.018626379e-05,-2.161953475e-06
pi+0.00,32,130,1.036032558e-05,-2.161953475e-06
pi+0.00,33,130,1.052522634e-05,-2.161953475e-06
pi+0.00,34,130,1.071171458e-05,-2.161953475e-06
pi+0.00,35,130,1.092303135e-05,-2.161953475e-06
pi+0.00,36,130,1.116213792e-05,-2.161953475e-06
pi+0.00,37,130,1.143283023e-05,-2.161953475e-06
pi+0.00,38,130,1.173945948e-05,-2.161953475e-06
pi+0.00,0,131,0.000000000e+00,-1.759464036e-06
pi+0.00,1,131,3.457928304e-07,-1.759464036e-06
pi+0.00,2,131,7.390462315e-07,-1.759464036e-06
pi+0.00,3,131,1.186568459e-06,-1.759464036e-06
pi+0.00,4,131,1.696085312e-06,-1.759464036e-06
pi+0.00,5,131,2.242036574e-06,-1.759464036e-06
pi+0.00,6,131,2.728788634e-06,-1.759464036e-06
pi+0.00,7,131,3.156170042e-06,-1.759464036e-06
pi+0.00,8,131,3.531869760e-06,-1.759464036e-06
pi+0.00,9,131,3.862049691e-06,-1.759464036e-06
pi+0.00,10,131,4.151961149e-06,-1.759464036e-06
pi+0.00,11,131,4.406719149e-06,-1.759464036e-06
pi+0.00,12,131,4.630479836e-06,-1.759464036e-06
pi+0.00,13,131,4.827106181e-06,-1.759464036e-06
pi+0.00,14,131,5.000000000e-06,-1.759464036e-06
pi+0.00,15,131,5.171883497e-06,-1.759464036e-06
pi+0.00,16,131,5.365989401e-06,-1.759464036e-06
pi+0.00,17,131,5.585296725e-06,-1.759464036e-06
pi+0.00,18,131,5.833074043e-06,-1.759464036e-06
pi+0.00,19,131,6.113006891e-06,-1.759464036e-06
pi+0.00,20,131,6.429529038e-06,-1.759464036e-06
pi+0.00,21,131,6.786921675e-06,-1.759464036e-06
pi+0.00,22,131,7.190674469e-06,-1.759464036e-06
pi+0.00,23,131,7.646622003e-06,-1.759464036e-06
pi+0.00,24,131,8.102569537e-06,-1.759464036e-06
pi+0.00,25,131,8.506322331e-06,-1.759464036e-06
pi+0.00,26,131,8.863714968e-06,-1.759464036e-06
pi+0.00,27,131,9.180237115e-06,-1.759464036e-06
